bloock-smooth,date of sale,change,worth,essence,part sold,settelment,year built,Area,Room number
006625-1336-013-00,31/08/2022,"2,885,000","2,885,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,2020,117,5
007222-0052-062-00,28/09/2022,"797,000","797,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,1990,115,5
007094-0105-308-00,22/09/2022,"1,498,625","1,498,625",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,126,5
007094-0105-130-00,22/09/2022,"1,467,250","1,467,250",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,118,5
007094-0105-805-00,18/09/2022,"1,439,471","1,439,471",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,118,5
007094-0105-305-00,11/08/2022,"1,472,074","1,472,074",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,118,5
007094-0105-705-00,31/10/2022,"1,447,500","1,447,500",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,118,5
006991-0074-008-00,10/11/2022,"3,000,000","3,000,000",דירה בבית קומות,1,Tel-Aviv-jaffa,2019,128,5
007223-0062-024-00,30/06/2022,"3,000,000","3,000,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,2022,114,5
007241-0019-057-00,08/08/2022,"3,000,000","3,000,000",דירה בבית קומות,1,Tel-Aviv-jaffa,2022,112,5
007094-0105-205-00,18/08/2022,"1,407,900","1,407,900",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,118,5
006625-1336-005-00,28/11/2022,"2,750,000","2,750,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,2019,117,5
006632-0505-002-00,29/05/2022,"2,473,500","2,473,500",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2014,130,5
007095-0062-000-00,01/08/2022,"647,000","647,000",דירה בבית קומות,0.12,Tel-Aviv-jaffa,2011,123,5
007094-0105-905-00,18/09/2022,"1,446,086","1,446,086",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,118,5
007094-0105-408-05,27/11/2022,"1,505,000","1,505,000",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2025,126,5
007094-0105-605-00,27/11/2022,"1,440,750","1,440,750",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,118,5
007094-0105-208-00,27/11/2022,"1,492,500","1,492,500",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,126,5
007094-0105-205-00,27/11/2022,"1,480,500","1,480,500",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,118,5
007241-0018-048-00,20/09/2022,"1,167,500","1,167,500",דירה בבית קומות,0.5,Tel-Aviv-jaffa,1970,62,5
007094-0105-008-00,29/12/2022,"1,544,700","1,544,700",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,126,5
006631-0165-056-00,11/08/2022,"1,375,212","1,375,212",דירה בבית קומות,0.31,Tel-Aviv-jaffa,1970,76,5
007222-0022-012-00,16/09/2022,"1,477,000","1,477,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,1970,107,5
006933-0136-126-00,19/09/2022,"2,397,000","2,397,000",דירה בבית קומות,0.35,Tel-Aviv-jaffa,2007,136,5
009004-0026-000-00,15/06/2022,"2,547,000","2,547,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,1950,163,5
009004-0026-000-00,15/06/2022,"1,247,000","1,247,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,1950,190,5
006133-1034-000-00,04/12/2022,"1,950,000","1,950,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,2020,117,5
006936-0080-006-00,16/01/2023,"2,204,000","2,204,000",דירה בבית קומות,0.31,Tel-Aviv-jaffa,1930,110,5
006768-0002-026-00,16/06/2022,"1,197,000","1,197,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,1960,78,5
007094-0105-504-05,17/11/2022,"1,533,480","1,533,480",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,126,5
007094-0105-405-05,17/11/2022,"1,448,980","1,448,980",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,118,5
007094-0105-505-05,17/11/2022,"1,455,480","1,455,480",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,118,5
006946-0055-000-00,08/09/2022,"1,875,000","1,875,000",דירה בבית קומות,0.75,Tel-Aviv-jaffa,1950,79,5
007094-0105-404-05,17/11/2022,"1,527,490","1,527,490",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,126,5
006625-1336-023-00,26/12/2022,"2,725,000","2,725,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,2019,118,5
006628-0820-036-00,30/06/2022,"932,333","932,333",דירה בבית קומות,0.333,Tel-Aviv-jaffa,1982,147,5
006632-0482-002-00,05/07/2022,"1,722,000","1,722,000",דירה בבית קומות,0.27,Tel-Aviv-jaffa,2008,127,5
006884-0026-000-00,12/07/2022,"2,597,000","2,597,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,2017,144,5
007094-0105-605-00,18/09/2022,"1,506,500","1,506,500",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,118,5
007094-0105-204-00,06/11/2022,"2,305,667","2,305,667",דירה בבית קומות,0.333,Tel-Aviv-jaffa,2022,137,5
006637-0809-002-00,02/08/2022,"1,948,500","1,948,500",דירה בבית קומות,0.23,Tel-Aviv-jaffa,1980,249,5
006615-0306-027-00,10/01/2023,"604,000","604,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,2000,136,5
007193-0016-001-00,24/01/2023,"954,000","954,000",דירה בבית קומות,0.16,Tel-Aviv-jaffa,1999,111,5
006213-0231-021-00,30/05/2022,"2,350,000","2,350,000",דירה בבית קומות,0.27,Tel-Aviv-jaffa,2022,158,5
006884-0007-000-00,07/07/2022,"1,900,000","1,900,000",דירה בבית קומות,0.013,Tel-Aviv-jaffa,2012,148,5
006630-0383-031-00,10/08/2022,"673,500","673,500",דירה בבית קומות,0.39,Tel-Aviv-jaffa,1960,104,5
006882-0061-000-00,10/08/2022,"1,800,000","1,800,000",דירה בבית קומות,1,Tel-Aviv-jaffa,1983,120,5
006630-0808-000-00,15/08/2022,"1,797,000","1,797,000",דירה בבית קומות,0.29,Tel-Aviv-jaffa,2013,117,5
006907-0002-000-00,26/01/2023,"830,800","830,800",דירה בבית קומות,0.2,Tel-Aviv-jaffa,1983,136,5
006885-0049-001-00,04/08/2022,"1,747,000","1,747,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,2018,134,5
006970-0101-029-00,28/02/2023,"2,800,000","2,800,000",דירה בבית קומות,1,Tel-Aviv-jaffa,2000,93,5
007224-0008-000-00,06/07/2022,"2,791,667","2,791,667",דירה בבית קומות,0.333,Tel-Aviv-jaffa,2011,180,5
007095-0062-000-00,08/09/2022,"597,000","597,000",דירה בבית קומות,0.11,Tel-Aviv-jaffa,2012,128,5
006110-0421-280-00,10/08/2022,"2,497,000","2,497,000",דירה בבית קומות,1,Tel-Aviv-jaffa,2016,142,5
006625-1067-001-00,15/08/2022,"2,023,500","2,023,500",דירה בבית קומות,0.5,Tel-Aviv-jaffa,1986,192,5
006625-1336-003-00,02/03/2023,"2,670,000","2,670,000",דירה בבית קומות,0.5,Tel-Aviv-jaffa,2020,118,5
006623-0568-008-00,19/03/2023,"2,952,991","2,952,991",דירה בבית קומות,0.5,Tel-Aviv-jaffa,2023,129,5
007193-0025-002-00,20/09/2022,"2,697,000","2,697,000",דירה בבית קומות,0.37,Tel-Aviv-jaffa,1998,127,5
007223-0062-008-00,30/03/2023,"2,834,999","2,834,999",דירה בבית קומות,0.5,Tel-Aviv-jaffa,2022,114,5
006628-0820-017-00,02/10/2022,"1,068,500","1,068,500",דירה בבית קומות,0.5,Tel-Aviv-jaffa,1987,130,5
007094-0105-508-00,26/03/2023,"1,511,500","1,511,500",דירה בבית קומות,0.25,Tel-Aviv-jaffa,2022,126,5
007228-0084-000-00,21/11/2022,"1,678,750","1,678,750",דירה בבית קומות,0.125,Tel-Aviv-jaffa,2010,150,5
006110-0421-000-00,14/12/2022,"1,297,000","1,297,000",דירה בבית קומות,0.22,Tel-Aviv-jaffa,2016,125,5
003937-0058-018-00,01/03/2023,"965,000","965,000",דירה בבית קומות,0.5,Rishon LeZion,1980,62,3
004237-0007-009-00,26/02/2023,"911,740","911,740",דירה בבית קומות,1,Rishon LeZion,2022,80,3
007281-0089-017-00,03/03/2023,"2,000,000","2,000,000",דירה בבית קומות,1,Rishon LeZion,1970,55,3
003928-0559-013-00,08/03/2023,"1,830,000","1,830,000",דירה בבית קומות,1,Rishon LeZion,1970,61,3
003928-0440-003-00,02/03/2023,"1,880,000","1,880,000",דירה בבית קומות,1,Rishon LeZion,1980,65,3
003930-0191-005-00,13/03/2023,"1,720,000","1,720,000",דירה בבית קומות,1,Rishon LeZion,1960,60,3
005183-0080-023-00,14/03/2023,"2,360,000","2,360,000",דירה בבית קומות,1,Rishon LeZion,2002,75,3
005036-0110-001-00,14/03/2023,"1,760,000","1,760,000",דירה בבית קומות,1,Rishon LeZion,1990,60,3
003926-0449-006-00,16/03/2023,"1,850,000","1,850,000",דירה בבית קומות,1,Rishon LeZion,1970,60,3
004237-0007-005-00,01/03/2023,"915,907","915,907",דירה בבית קומות,1,Rishon LeZion,2022,81,3
005114-0035-039-00,20/03/2023,"2,225,000","2,225,000",דירה בבית קומות,1,Rishon LeZion,1997,79,3
005036-0118-016-00,22/03/2023,"2,170,000","2,170,000",דירה בבית קומות,1,Rishon LeZion,1980,67,3
005388-0048-014-00,28/03/2023,"2,050,000","2,050,000",דירה בבית קומות,1,Rishon LeZion,1984,85,3
004247-0564-054-00,29/03/2023,"2,325,000","2,325,000",דירה בבית קומות,1,Rishon LeZion,2003,88,3
005036-0065-058-00,27/02/2023,"1,750,000","1,750,000",דירה בבית קומות,1,Rishon LeZion,1990,88,3
005116-0008-008-00,12/03/2023,"546,250","546,250",דירה בבית קומות,0.25,Rishon LeZion,1998,72,3
003936-0236-013-00,21/03/2023,"1,830,000","1,830,000",דירה בבית קומות,1,Rishon LeZion,1970,85,3
003928-0941-012-00,23/03/2023,"1,850,000","1,850,000",דירה בבית קומות,1,Rishon LeZion,2023,83,3
003926-0907-009-00,29/03/2023,"1,050,000","1,050,000",דירה בבית קומות,1,Rishon LeZion,1970,67,3
007281-0153-021-00,27/02/2023,"2,275,000","2,275,000",דירה בבית קומות,1,Rishon LeZion,1950,54,3
004237-0007-013-00,28/02/2023,"915,907","915,907",דירה בבית קומות,1,Rishon LeZion,2022,81,3
004237-0007-005-00,02/03/2023,"915,907","915,907",דירה בבית קומות,1,Rishon LeZion,2022,81,3
004237-0007-009-00,12/03/2023,"912,151","912,151",דירה בבית קומות,1,Rishon LeZion,2022,81,3
003936-0004-001-05,19/03/2023,"2,000,000","2,000,000",דירה בבית קומות,1,Rishon LeZion,1970,61,3
005114-0046-018-00,23/03/2023,"2,300,000","2,300,000",דירה בבית קומות,1,Rishon LeZion,1997,71,3
004237-0012-010-00,04/04/2023,"1,345,178","1,345,178",דירה בבית קומות,1,Rishon LeZion,2023,80,3
007326-0046-003-00,13/04/2023,"1,008,550","1,008,550",דירה בבית קומות,1,Rishon LeZion,2023,77,3
004237-0012-024-00,16/04/2023,"1,399,275","1,399,275",דירה בבית קומות,1,Rishon LeZion,2023,83,3
003928-0541-014-00,16/04/2023,"1,730,000","1,730,000",דירה בבית קומות,1,Rishon LeZion,1960,77,3
004237-0012-021-00,17/04/2023,"1,397,370","1,397,370",דירה בבית קומות,1,Rishon LeZion,2023,83,3
003923-0882-043-00,23/03/2023,"2,380,000","2,380,000",דירה בבית קומות,1,Rishon LeZion,2010,69,3
003926-0700-016-00,29/03/2023,"2,150,000","2,150,000",דירה בבית קומות,1,Rishon LeZion,2013,76,3
003934-0128-001-05,03/04/2023,"1,600,000","1,600,000",דירה בבית קומות,1,Rishon LeZion,1960,61,3
005038-0005-085-00,04/04/2023,"2,380,000","2,380,000",דירה בבית קומות,1,Rishon LeZion,1996,89,3
004237-0012-036-00,19/04/2023,"1,399,275","1,399,275",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-015-00,19/04/2023,"1,397,370","1,397,370",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-016-00,20/04/2023,"1,348,316","1,348,316",דירה בבית קומות,1,Rishon LeZion,2023,80,3
004237-0012-017-00,20/04/2023,"1,329,155","1,329,155",דירה בבית קומות,1,Rishon LeZion,2023,78,3
004237-0012-027-00,23/04/2023,"1,397,370","1,397,370",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-012-00,23/04/2023,"1,399,275","1,399,275",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-030-00,23/04/2023,"1,399,275","1,399,275",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-005-00,24/04/2023,"1,329,155","1,329,155",דירה בבית קומות,1,Rishon LeZion,2023,78,3
004237-0012-025-00,24/04/2023,"1,329,155","1,329,155",דירה בבית קומות,1,Rishon LeZion,2023,78,3
004237-0007-005-00,13/04/2023,"911,740","911,740",דירה בבית קומות,1,Rishon LeZion,2022,80,3
003929-0582-009-89,19/04/2023,"1,910,000","1,910,000",דירה בבית קומות,1,Rishon LeZion,1960,62,3
004237-0012-028-00,27/04/2023,"1,348,316","1,348,316",דירה בבית קומות,1,Rishon LeZion,2023,80,3
004237-0012-011-00,27/04/2023,"1,348,316","1,348,316",דירה בבית קומות,1,Rishon LeZion,2023,80,3
004237-0012-013-00,30/04/2023,"1,329,155","1,329,155",דירה בבית קומות,1,Rishon LeZion,2023,78,3
004237-0012-009-00,30/04/2023,"1,397,370","1,397,370",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-018-00,30/04/2023,"1,399,275","1,399,275",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-021-00,30/04/2023,"1,329,155","1,329,155",דירה בבית קומות,1,Rishon LeZion,2023,78,3
004237-0012-033-00,01/05/2023,"1,397,370","1,397,370",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-013-00,01/05/2023,"1,329,155","1,329,155",דירה בבית קומות,1,Rishon LeZion,2023,78,3
004246-0293-022-00,21/03/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Rishon LeZion,2018,80,3
003945-0616-014-00,22/03/2023,"1,845,000","1,845,000",דירה בבית קומות,1,Rishon LeZion,1980,65,3
003926-0414-004-00,02/04/2023,"1,828,000","1,828,000",דירה בבית קומות,1,Rishon LeZion,1970,69,3
005036-0061-027-00,17/04/2023,"2,100,000","2,100,000",דירה בבית קומות,1,Rishon LeZion,1980,76,3
003923-0306-006-00,23/04/2023,"1,640,000","1,640,000",דירה בבית קומות,1,Rishon LeZion,1970,60,3
004237-0012-035-00,01/05/2023,"1,348,316","1,348,316",דירה בבית קומות,1,Rishon LeZion,2023,80,3
004237-0012-004-00,01/05/2023,"1,348,316","1,348,316",דירה בבית קומות,1,Rishon LeZion,2023,80,3
004237-0012-017-00,02/05/2023,"1,329,155","1,329,155",דירה בבית קומות,1,Rishon LeZion,2023,78,3
004237-0012-029-00,02/05/2023,"1,348,316","1,348,316",דירה בבית קומות,1,Rishon LeZion,2023,80,3
004237-0012-021-00,02/05/2023,"1,329,155","1,329,155",דירה בבית קומות,1,Rishon LeZion,2023,78,3
004237-0012-003-00,02/05/2023,"1,397,370","1,397,370",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-017-00,02/05/2023,"1,348,316","1,348,316",דירה בבית קומות,1,Rishon LeZion,2023,80,3
004237-0012-009-00,03/05/2023,"1,329,155","1,329,155",דירה בבית קומות,1,Rishon LeZion,2023,78,3
004237-0012-005-00,03/05/2023,"1,348,316","1,348,316",דירה בבית קומות,1,Rishon LeZion,2023,80,3
004237-0012-023-00,03/05/2023,"1,348,316","1,348,316",דירה בבית קומות,1,Rishon LeZion,2023,80,3
004237-0012-034-00,03/05/2023,"1,348,316","1,348,316",דירה בבית קומות,1,Rishon LeZion,2023,80,3
004237-0012-006-00,03/05/2023,"1,399,275","1,399,275",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-009-00,04/05/2023,"1,329,155","1,329,155",דירה בבית קומות,1,Rishon LeZion,2023,78,3
007281-0151-014-01,17/03/2023,"1,650,000","1,650,000",דירה בבית קומות,1,Rishon LeZion,1950,52,3
003934-0140-003-00,30/03/2023,"775,000","775,000",דירה בבית קומות,0.5,Rishon LeZion,1960,64,3
003928-0609-010-00,30/03/2023,"1,850,000","1,850,000",דירה בבית קומות,1,Rishon LeZion,1992,63,3
003923-0304-018-00,04/04/2023,"2,215,000","2,215,000",דירה בבית קומות,1,Rishon LeZion,2021,81,3
003939-0475-022-05,09/04/2023,"1,950,000","1,950,000",דירה בבית קומות,1,Rishon LeZion,1996,71,3
004242-0362-021-00,09/04/2023,"792,978","792,978",דירה בבית קומות,1,Rishon LeZion,1970,75,3
003930-0332-042-00,20/04/2023,"750,000","750,000",דירה בבית קומות,0.5,Rishon LeZion,1970,63,3
006286-0141-027-00,27/04/2023,"1,680,000","1,680,000",דירה בבית קומות,1,Rishon LeZion,2025,83,3
004237-0012-008-00,07/05/2023,"1,423,992","1,423,992",דירה בבית קומות,1,Rishon LeZion,2023,78,3
004237-0012-026-00,07/05/2023,"1,421,690","1,421,690",דירה בבית קומות,1,Rishon LeZion,2023,82,3
004237-0012-013-00,08/05/2023,"1,403,180","1,403,180",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-025-00,08/05/2023,"1,329,155","1,329,155",דירה בבית קומות,1,Rishon LeZion,2023,78,3
004237-0012-001-00,09/05/2023,"1,403,180","1,403,180",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-008-00,09/05/2023,"1,425,262","1,425,262",דירה בבית קומות,1,Rishon LeZion,2023,78,3
004237-0012-020-00,09/05/2023,"1,421,690","1,421,690",דירה בבית קומות,1,Rishon LeZion,2023,82,3
003929-0042-018-00,10/05/2023,"1,920,000","1,920,000",דירה בבית קומות,1,Rishon LeZion,1970,75,3
004237-0012-031-00,10/05/2023,"1,403,180","1,403,180",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-024-00,10/05/2023,"1,397,465","1,397,465",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-007-00,10/05/2023,"1,403,180","1,403,180",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-023-00,10/05/2023,"1,372,446","1,372,446",דירה בבית קומות,1,Rishon LeZion,2023,80,3
004237-0012-022-00,10/05/2023,"1,348,316","1,348,316",דירה בבית קומות,1,Rishon LeZion,2023,80,3
004237-0012-032-00,10/05/2023,"1,386,257","1,386,257",דירה בבית קומות,1,Rishon LeZion,2023,82,3
004237-0012-012-00,10/05/2023,"1,397,465","1,397,465",דירה בבית קומות,1,Rishon LeZion,2023,83,3
004237-0012-008-00,10/05/2023,"1,421,690","1,421,690",דירה בבית קומות,1,Rishon LeZion,2023,82,3
004237-0012-019-00,10/05/2023,"1,403,180","1,403,180",דירה בבית קומות,1,Rishon LeZion,2023,83,3
003930-0139-006-00,11/05/2023,"1,750,000","1,750,000",דירה בבית קומות,1,Rishon LeZion,1970,64,3
003928-0560-008-00,16/05/2023,"1,925,000","1,925,000",דירה בבית קומות,1,Rishon LeZion,1970,80,3
006286-0159-071-00,26/03/2023,"2,520,000","2,520,000",דירה בבית קומות,1,Rishon LeZion,2011,117,4
007281-0006-026-00,01/12/2022,"1,439,999","1,439,999",דירה בבית קומות,0.666,Rishon LeZion,1950,80,4
005036-0024-052-00,05/12/2022,"2,500,000","2,500,000",דירה בבית קומות,1,Rishon LeZion,1970,110,4
003945-0079-013-00,06/12/2022,"2,155,983","2,155,983",דירה בבית קומות,1,Rishon LeZion,2022,83,4
006286-0153-007-00,24/11/2022,"2,465,000","2,465,000",דירה בבית קומות,1,Rishon LeZion,2022,106,4
003930-0181-002-00,27/11/2022,"2,167,500","2,167,500",דירה בבית קומות,1,Rishon LeZion,1996,94,4
005039-0024-028-00,11/12/2022,"851,666","851,666",דירה בבית קומות,0.333,Rishon LeZion,1995,93,4
005038-0003-016-00,11/12/2022,"2,600,000","2,600,000",דירה בבית קומות,1,Rishon LeZion,1995,112,4
005115-0074-010-00,11/12/2022,"2,750,000","2,750,000",דירה בבית קומות,1,Rishon LeZion,1993,89,4
003925-0294-015-18,25/11/2022,"2,550,000","2,550,000",דירה בבית קומות,1,Rishon LeZion,1970,116,4
004247-0569-011-00,27/11/2022,"2,810,000","2,810,000",דירה בבית קומות,1,Rishon LeZion,2001,111,4
003926-0706-021-00,07/12/2022,"2,130,000","2,130,000",דירה בבית קומות,1,Rishon LeZion,1970,97,4
003945-0665-002-00,08/12/2022,"2,020,000","2,020,000",דירה בבית קומות,1,Rishon LeZion,1980,89,4
003923-0165-016-00,11/12/2022,"1,233,238","1,233,238",דירה בבית קומות,1,Rishon LeZion,1970,110,4
006287-0222-081-00,12/12/2022,"2,620,000","2,620,000",דירה בבית קומות,1,Rishon LeZion,1998,115,4
003928-0776-016-00,15/12/2022,"2,220,000","2,220,000",דירה בבית קומות,1,Rishon LeZion,1970,95,4
005388-0006-005-00,20/12/2022,"2,380,000","2,380,000",דירה בבית קומות,1,Rishon LeZion,2005,90,4
005387-0080-019-00,27/11/2022,"1,190,000","1,190,000",דירה בבית קומות,0.5,Rishon LeZion,1993,100,4
003929-1050-001-00,12/12/2022,"2,330,000","2,330,000",דירה בבית קומות,1,Rishon LeZion,2002,101,4
003939-0355-010-00,14/12/2022,"2,100,000","2,100,000",דירה בבית קומות,1,Rishon LeZion,1970,105,4
003937-0068-010-00,18/12/2022,"700,000","700,000",דירה בבית קומות,0.333,Rishon LeZion,1970,77,4
003928-0776-010-00,18/12/2022,"2,150,000","2,150,000",דירה בבית קומות,1,Rishon LeZion,1980,110,4
003945-0701-010-00,27/12/2022,"2,225,000","2,225,000",דירה בבית קומות,1,Rishon LeZion,1970,98,4
005038-0012-056-00,02/01/2023,"2,680,000","2,680,000",דירה בבית קומות,1,Rishon LeZion,1998,104,4
005039-0045-028-00,27/11/2022,"856,667","856,667",דירה בבית קומות,0.333,Rishon LeZion,1996,99,4
003932-0034-017-00,06/12/2022,"2,250,000","2,250,000",דירה בבית קומות,1,Rishon LeZion,2023,96,4
003932-0034-018-00,07/12/2022,"2,000,000","2,000,000",דירה בבית קומות,1,Rishon LeZion,2022,101,4
